subject_id,extraversion,extraversion_1,extraversion_2,extraversion_3,extraversion_4,extraversion_5,agreeableness,agreeableness_1,agreeableness_2,agreeableness_3,agreeableness_4,agreeableness_5,conscientiousness,conscientiousness_1,conscientiousness_2,conscientiousness_3,conscientiousness_4,conscientiousness_5
373,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0
374,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0
375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0
376,2.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0
377,4.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,1.0,4.0,3.0
378,3.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0
379,5.0,4.0,4.0,4.0,5.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,3.0
380,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,5.0,5.0,3.0
381,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0
382,2.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0
383,1.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,2.0
384,2.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0
385,2.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0
386,3.0,1.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0
387,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0
388,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0
389,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,5.0,5.0,2.0,4.0,2.0
390,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0
391,2.0,1.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0
392,4.0,2.0,2.0,5.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0
393,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0
394,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,3.0,4.0,2.0
395,4.0,3.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0
396,2.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
397,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0
398,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,5.0,2.0
399,3.0,3.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0
400,4.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0
401,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0
402,2.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0
403,3.0,5.0,4.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0
404,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0
405,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0
406,4.0,5.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0
407,2.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0
408,3.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
409,3.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0
410,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0
411,4.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0
412,2.0,3.0,4.0,1.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0
413,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0
414,5.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0
415,3.0,5.0,1.0,4.0,5.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
416,2.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0
417,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,3.0
418,3.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0
419,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0
420,3.0,4.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0
421,5.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0
422,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0
423,3.0,2.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0
424,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0
425,4.0,2.0,5.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,1.0,3.0,5.0
426,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,4.0,1.0
427,2.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0
428,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0
429,4.0,4.0,2.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
430,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0
431,2.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0
432,1.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0
433,3.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,5.0,2.0,5.0,5.0
434,4.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0
435,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0
436,3.0,4.0,4.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0
437,5.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0
438,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,2.0,4.0
439,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0
440,3.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0
441,3.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,1.0,3.0,5.0,1.0,3.0,5.0,4.0,2.0,4.0,3.0
442,3.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0
443,1.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
444,3.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0
445,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0
446,4.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0
447,3.0,4.0,1.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0
448,2.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
449,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0
450,2.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0
451,3.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0
452,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0
453,2.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
454,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,4.0,3.0,5.0
455,2.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,3.0
456,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0
457,3.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,5.0,4.0,2.0,1.0
458,2.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0
459,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
460,2.0,3.0,4.0,3.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0
461,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,1.0,3.0
462,3.0,5.0,5.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0
463,2.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0
464,3.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0
465,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0
466,3.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,5.0,4.0,3.0,1.0,4.0,2.0,5.0,5.0,3.0,5.0
467,4.0,2.0,2.0,4.0,4.0,5.0,2.0,1.0,3.0,1.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0
468,4.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0
469,2.0,4.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,3.0,2.0,4.0
470,2.0,2.0,4.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0
471,3.0,3.0,4.0,4.0,5.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0
472,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0
473,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0
474,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
475,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0
476,3.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,4.0,5.0,3.0
477,4.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0
478,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0
479,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0
480,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0
481,3.0,3.0,5.0,3.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0
482,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0
483,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0
484,3.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0
485,2.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
486,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0
487,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0
488,2.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0
489,5.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,5.0,4.0
490,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0
491,3.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
492,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,1.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0
493,3.0,1.0,3.0,1.0,3.0,5.0,3.0,2.0,1.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0
494,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0
495,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0
496,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,2.0,5.0
497,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,4.0
498,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
499,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,1.0,5.0,3.0,2.0,5.0,2.0,4.0,3.0
500,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0
501,4.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0
502,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0
503,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0
504,4.0,4.0,5.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0
505,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0
506,2.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,1.0,4.0,3.0,3.0
507,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0
508,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0
509,3.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
510,2.0,1.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0
511,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0
512,3.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0
513,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
514,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0
515,2.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0
516,4.0,3.0,3.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
517,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,1.0,3.0,3.0
518,2.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0
519,3.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0
520,4.0,3.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0
521,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0
522,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,1.0,2.0,2.0,4.0
523,2.0,4.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0
524,4.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0
525,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0
526,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0
527,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0
528,3.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,2.0,4.0,4.0
529,3.0,4.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0
530,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0
531,4.0,4.0,5.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0
532,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0
533,3.0,5.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,5.0,1.0,2.0
534,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0
535,2.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0
536,3.0,3.0,2.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0
537,2.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0
538,3.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0
539,4.0,2.0,4.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0
540,2.0,2.0,3.0,2.0,3.0,1.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0
541,4.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0
542,2.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0
543,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0
544,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0
545,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0
546,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0
547,4.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,3.0,4.0
548,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0
549,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0
550,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0
551,3.0,5.0,1.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0
552,3.0,2.0,4.0,4.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
553,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0
554,3.0,5.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,1.0,1.0
555,3.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0
556,3.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0
557,2.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0
558,2.0,4.0,4.0,1.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
559,3.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0
